,data_type,model_type,r^2,times_better_than_random,nutrient,leverage,feature,importance
623,stream,DTR,0.07480883250393999,10.688852232074632,tp,leverage,wetland,0.1158613346709009
624,lake,MLP,0.10096029491284643,2.3455509843152966,doc,leverage,wetland,
625,lake,MLP,0.16499519685748898,3.28126037747711,no3,leverage,wetland,
626,lake,MLP,0.23774500444157476,2.417766318898051,tn,leverage,wetland,
627,lake,MLP,0.7894979365942154,2.7952037208025686,tp,leverage,wetland,
628,lake,GBR,0.07273398172943403,0.911907409243538,doc,leverage,wetland,0.38707914576231217
629,lake,GBR,0.3413360669825719,1.5824595874906129,no3,leverage,wetland,0.03368825965209184
630,lake,GBR,0.4242830364206906,1.928129986083449,tn,leverage,wetland,0.05101296983571167
631,lake,GBR,0.9145469034696276,4.594181149121052,tp,leverage,wetland,0.031563961101921355
632,lake,RFR,0.30510342971992344,6.4246317671914825,doc,leverage,wetland,0.2711684943728737
633,lake,RFR,0.5804064271241041,13.403264621582432,no3,leverage,wetland,0.05710547172462431
634,lake,RFR,0.5185615031152988,9.660285089441627,tn,leverage,wetland,0.06805254168801105
635,lake,RFR,0.9637725050867276,36.388539369550216,tp,leverage,wetland,0.02472329465721074
636,lake,DTR,0.3049620078308919,5.870332921037273,doc,leverage,wetland,0.34316588749565863
637,lake,DTR,0.5326869074304269,13.655781696913193,no3,leverage,wetland,0.0009579737187006641
638,lake,DTR,0.5659804654319438,10.281163270023512,tn,leverage,wetland,0.05483951397660846
639,lake,DTR,0.8673048927183769,27.93950027251591,tp,leverage,wetland,0.00481095598075247
